Name,Position,OverallRating
Trey Burke,SF,72
Trey Murphy III,SF,69
Tristan Thompson,SF,68
Troy Brown Jr.,SF,69
Tyler Herro,SF,70
Tyrese Maxey,SF,70
Tyus Jones,SF,71
Victor Oladipo,SF,70
Vlatko Cancar,SF,72
Wesley Matthews,SF,68
Will Barton,SF,69
Willy Hernangomez,SF,70
Xavier Tillman,SF,70
Yuta Watanabe,SF,67
Zach LaVine,SF,71
Zeke Nnaji,SF,72
Ziaire Williams,SF,69
Aaron Gordon,SF,69
Aaron Holiday,SF,69
Al Horford,SF,69
Alex Len,SF,70
Amir Coffey,SF,64
Andrew Wiggins,SF,69
Anthony Davis,SF,71
Anthony Edwards,SF,72
Anthony Lamb,SF,68
Austin Reaves,SF,70
Austin Rivers,SF,69
Bam Adebayo,SF,71
Bismack Biyombo,SF,70
Blake Griffin,SF,65
Bobby Portis,SF,70
Bogdan Bogdanovic,SF,70
Bones Hyland,SF,69
Brandon Boston Jr.,SF,70
Brook Lopez,SF,70
Bruce Brown,SF,70
Caleb Martin,SF,70
Cam Thomas,SF,69
Cameron Johnson,SF,70
Cameron Payne,SF,70
Caris LeVert,SF,70
Cedi Osman,SF,69
Chimezie Metu,SF,68
Chris Paul,SF,70
Christian Braun,SF,69
Clint Capela,SF,69
Cody Zeller,SF,69
D'Angelo Russell,SF,70
DaQuan Jeffries,SF,64
Damion Lee,SF,68
Danny Green,SF,67
Danuel House Jr.,SF,69
Darius Garland,SF,71
David Duke Jr.,SF,68
David Roddy,SF,68
Davion Mitchell,SF,69
Day'Ron Sharpe,SF,73
De'Aaron Fox,SF,72
De'Andre Hunter,SF,69
De'Anthony Melton,SF,69
DeAndre Jordan,SF,71
Dean Wade,SF,68
Deandre Ayton,SF,70
Dejounte Murray,SF,71
Dennis Schroder,SF,69
Derrick Rose,SF,75
Derrick White,SF,70
Desmond Bane,SF,70
Devin Booker,SF,72
Dewayne Dedmon,SF,66
Dillon Brooks,SF,69
Domantas Sabonis,SF,71
Donovan Mitchell,SF,72
Donte DiVincenzo,SF,70
Dorian Finney-Smith,SF,69
Draymond Green,SF,71
Duncan Robinson,SF,70
Edmond Sumner,SF,67
Eric Gordon,SF,69
Evan Mobley,SF,69
Furkan Korkmaz,SF,68
Gabe Vincent,SF,70
Gary Payton II,SF,70
Georges Niang,SF,69
Giannis Antetokounmpo,SF,73
Goran Dragic,SF,70
Grant Williams,SF,69
Grayson Allen,SF,69
Harrison Barnes,SF,68
Haywood Highsmith,SF,70
Immanuel Quickley,SF,69
Isaac Okoro,SF,70
Isaiah Hartenstein,SF,69
Ish Smith,SF,69
Ish Wainright,SF,67
Ivica Zubac,SF,70
Ja Morant,SF,72
JaMychal Green,SF,69
Jaden Springer,SF,70
Jae Crowder,SF,67
Jalen Brunson,SF,72
Jalen Johnson,SF,71
Jalen McDaniels,SF,68
Jamal Murray,SF,71
James Harden,SF,72
Jaren Jackson Jr.,SF,70
Jarred Vanderbilt,SF,69
Jarrett Allen,SF,69
Jason Preston,SF,64
Jaylen Brown,SF,70
Jaylen Nowell,SF,68
Jayson Tatum,SF,72
Jeff Green,SF,68
Jevon Carter,SF,67
Jimmy Butler,SF,72
Jock Landale,SF,70
Joe Harris,SF,67
Joe Ingles,SF,70
Joel Embiid,SF,71
John Collins,SF,69
John Konchar,SF,67
Jonathan Kuminga,SF,70
Jordan McLaughlin,SF,68
Jordan Poole,SF,70
Josh Hart,SF,70
Josh Minott,SF,65
Josh Okogie,SF,68
Jrue Holiday,SF,71
Julius Randle,SF,71
Justin Champagnie,SF,66
Karl-Anthony Towns,SF,70
Kawhi Leonard,SF,72
Keegan Murray,SF,69
Kenneth Lofton Jr.,SF,71
Kentavious Caldwell-Pope,SF,69
Kessler Edwards,SF,65
Kevin Durant,SF,71
Kevin Huerter,SF,68
Kevin Love,SF,70
Kevon Looney,SF,71
Khris Middleton,SF,72
Klay Thompson,SF,69
Kyle Anderson,SF,71
Kyle Lowry,SF,71
Lamar Stevens,SF,71
Landry Shamet,SF,68
LeBron James,SF,72
Lonnie Walker IV,SF,69
Luke Kennard,SF,70
Luke Kornet,SF,71
Malcolm Brogdon,SF,70
Malik Beasley,SF,68
Malik Monk,SF,71
MarJon Beauchamp,SF,71
Marcus Morris Sr.,SF,68
Marcus Smart,SF,71
Mason Plumlee,SF,72
Max Christie,SF,70
Max Strus,SF,69
Meyers Leonard,SF,65
Michael Porter Jr.,SF,69
Mikal Bridges,SF,71
Mike Conley,SF,71
Mike Muscala,SF,70
Miles McBride,SF,68
Mitchell Robinson,SF,69
Mo Bamba,SF,67
Montrezl Harrell,SF,66
Moses Moody,SF,70
Nathan Knight,SF,68
Nic Claxton,SF,70
Nickeil Alexander-Walker,SF,69
Nicolas Batum,SF,69
Nikola Jokic,SF,74
Nikola Jovic,SF,67
Norman Powell,SF,70
Obi Toppin,SF,69
Omer Yurtseven,SF,69
Onyeka Okongwu,SF,69
P.J. Tucker,SF,69
PJ Dozier,SF,71
Pat Connaughton,SF,71
Patrick Baldwin Jr.,SF,66
Patty Mills,SF,65
Paul Reed,SF,70
Payton Pritchard,SF,72
Peyton Watson,SF,71
Quentin Grimes,SF,68
RJ Barrett,SF,70
Raul Neto,SF,69
Reggie Jackson,SF,73
Ricky Rubio,SF,68
Robert Covington,SF,67
Robert Williams III,SF,70
Robin Lopez,SF,72
Royce O'Neale,SF,69
Rudy Gobert,SF,70
Rui Hachimura,SF,70
Russell Westbrook,SF,72
Saddiq Bey,SF,69
Sam Hauser,SF,68
Santi Aldama,SF,70
Seth Curry,SF,70
Shake Milton,SF,71
Shaquille Harrison,SF,72
Spencer Dinwiddie,SF,71
Stephen Curry,SF,72
T.J. Warren,SF,68
Taurean Prince,SF,69
Terance Mann,SF,70
Terence Davis,SF,70
Terrence Ross,SF,68
Thanasis Antetokounmpo,SF,64
Tobias Harris,SF,70
Torrey Craig,SF,70
Trae Young,SF,73
Trey Lyles,SF,69
Tristan Thompson,SF,69
Troy Brown Jr.,SF,68
Tyler Herro,SF,70
Tyrese Maxey,SF,70
Tyus Jones,SF,70
Udonis Haslem,SF,67
Victor Oladipo,SF,69
Vlatko Cancar,SF,68
Wendell Moore Jr.,SF,65
Wenyen Gabriel,SF,68
Wesley Matthews,SF,69
Xavier Tillman,SF,70
Yuta Watanabe,SF,70
Zeke Nnaji,SF,69
Ziaire Williams,SF,71
